id,date,sentence,growth_sentiment_final,employment_sentiment_final,inflation_sentiment_final
12494,2010-10-12,"Household spending is increasing gradually, but remains constrained by high unemployment, modest income growth, lower housing wealth, and tight credit.",positive,negative,neutral
12495,2010-11-23,"Household spending is increasing gradually, but remains constrained by high unemployment, modest income growth, lower housing wealth, and tight credit.",positive,negative,neutral
12496,2011-01-04,"Secondary-market prices for leveraged loans rose slightly over the intermeeting period, while bid-asked spreads in that market continued to drift down.",positive,neutral,neutral
12497,2011-02-16,"To provide means for meeting System and Treasury commitments in particular currencies, and to facilitate operations of the Exchange Stabilization Fund.",neutral,neutral,neutral
12498,2011-02-16,The increase in equity prices reflected the apparent firming of the economic recovery and favorable early reports on fourth-quarter corporate earnings.,positive,neutral,neutral
12499,2011-02-16,"If so, a considerably stronger recovery could take hold, more in line with the sorts of recoveries seen following deep economic recessions in the past.",positive,neutral,neutral
12500,2011-07-12,"Staff Review of the Financial SituationInvestors appeared to adopt a more cautious attitude toward risk, particularly later in the intermeeting period.",negative,neutral,neutral
12501,2011-11-22,"Overall consumer price inflation was more moderate than earlier in the year, as prices of energy and some commodities declined from their recent peaks.",neutral,neutral,neutral
12502,2012-02-15,"To provide means for meeting System and Treasury commitments in particular currencies, and to facilitate operations of the Exchange Stabilization Fund.",neutral,neutral,neutral
12503,2012-02-15,"Private nonfarm employment continued to expand moderately, while state and local government employment decreased at a slower pace than earlier in 2011.",neutral,neutral,neutral
12504,2012-04-03,But most firms reportedly remained fairly cautious--particularly on hiring decisions--and continued to be uncertain about the strength of the recovery.,negative,negative,neutral
12505,2012-11-14,"Imports edged down, on net, with higher purchases of services and petroleum products more than offset by declines in all of the other major categories.",negative,neutral,neutral
12506,2012-11-14,"Bank credit continued to expand at a moderate rate in the third quarter, with further growth in loans augmented by larger gains in securities holdings.",positive,neutral,neutral
12507,2013-01-03,"In the agricultural sector, farm incomes were high, notwithstanding the drought, although elevated grain prices were cutting into profits on livestock.",positive,neutral,neutral
12508,2013-02-20,"To provide means for meeting System and Treasury commitments in particular currencies, and to facilitate operations of the Exchange Stabilization Fund.",neutral,neutral,neutral
12509,2013-02-20,"Increases in real personal consumption expenditures picked up somewhat in the fourth quarter, boosted importantly by higher spending on motor vehicles.",positive,neutral,neutral
12510,2013-07-10,"House prices continued to rise in recent months, with national home price indexes up between 5 and 12 percent over the 12-month period ending in April.",positive,neutral,neutral
12511,2014-01-08,A few participants raised the possibility that recent declines in inflation might suggest that the economic recovery was not as strong as some thought.,negative,neutral,neutral
12512,2014-02-19,"To provide means for meeting System and Treasury commitments in particular currencies, and to facilitate operations of the Exchange Stabilization Fund.",neutral,neutral,neutral
12513,2014-04-09,One of these participants suggested that persistently low inflation was a clear reflection of a sizable shortfall of employment from its maximum level.,neutral,negative,negative
12514,2014-05-21,"Participants generally favored the further testing of various tools, including the TDF, to better assess their operational readiness and effectiveness.",neutral,neutral,neutral
12515,2014-07-09,"However, the labor force participation rate also declined in April and then held steady in May, while the employment-to-population ratio remained flat.",neutral,negative,neutral
12516,2014-08-20,"Near-term inflation expectations from the Michigan survey were little changed, on net, in June and early July, while longer-term expectations declined.",neutral,neutral,neutral
12517,2014-10-08,"During participants' discussion of prospects for economic activity abroad, they commented on a number of uncertainties and risks attending the outlook.",negative,neutral,neutral
